SeniorCitizen,PropertyValue,tenure,PhoneService,MonthlyCharges,TotalCharges
0,1759,35,Yes,89.65,3161.6
0,1760,2,Yes,45.4,80.95
0,1761,63,Yes,75.7,4676.7
0,1762,58,Yes,110.65,6526.65
0,1763,27,Yes,20.55,583.3
0,1764,71,Yes,115.15,8078.1
0,1765,63,Yes,58.55,3503.5
0,1766,71,Yes,93.25,6669.45
1,1767,41,Yes,113.2,4689.5
1,1768,13,Yes,90.5,1201.15
0,1769,2,Yes,79,143.65
0,1770,68,Yes,19.35,1292.65
0,1771,1,Yes,48.75,48.75
1,1772,65,Yes,109.05,7108.2
1,1773,72,Yes,25,1802.55
0,1774,28,Yes,54.9,1505.15
0,1775,72,Yes,24.75,1859.1
0,1776,2,Yes,91.15,168.5
0,1777,18,Yes,20.15,390.85
1,1778,60,Yes,104.35,6339.45
1,1779,26,Yes,66.05,1652.4
0,1780,1,Yes,71.65,71.65
0,1781,4,Yes,20.35,77.5
0,1782,68,Yes,92.2,6392.85
0,1783,38,Yes,84.25,3264.5
1,1784,42,Yes,105.2,4599.15
0,1785,57,Yes,19.6,1134.25
0,1786,54,No,30.4,1621.35
0,1787,12,Yes,78.1,947.3
0,1788,44,Yes,61.5,2722.2
0,1789,42,Yes,69.4,3058.3
0,1790,72,Yes,24.75,1769.6
0,1791,71,Yes,91.05,6293.75
0,1792,19,Yes,89.65,1761.05
0,1793,23,Yes,73.65,1642.75
0,1794,30,Yes,19.4,578.5
0,1795,35,Yes,26.2,954.9
0,1796,10,Yes,98.7,973.25
0,1797,1,Yes,43.85,43.85
0,1798,22,Yes,69.7,1490.4
0,1799,7,No,38.55,280
0,1800,36,No,53.1,1901.25
0,1801,34,Yes,20.65,716.4
0,1802,72,Yes,64.45,4720
0,1803,36,Yes,25.1,930.95
0,1804,1,Yes,76.35,76.35
0,1805,23,Yes,79.15,1676.95
1,1806,32,Yes,85,2642.05
0,1807,71,Yes,95.15,6770.85
1,1808,23,Yes,79.35,1835.3
0,1809,17,Yes,96.65,1588.25
0,1810,1,Yes,75.5,75.5
0,1811,12,Yes,19.7,258.35
0,1812,72,Yes,20.5,1502.25
0,1813,1,Yes,19.2,19.2
1,1814,72,Yes,98.35,6929.4
0,1815,60,Yes,74.35,4453.3
0,1816,61,No,51.35,3244.4
0,1817,6,Yes,45.65,323.45
1,1818,32,Yes,85.3,2661.1
0,1819,31,Yes,86.55,2697.4
0,1820,19,Yes,73.85,1424.5
0,1821,72,Yes,20.3,1401.15
0,1822,32,Yes,54.2,1739.6
0,1823,65,Yes,90.65,5931
0,1824,45,No,50.9,2333.85
0,1825,42,Yes,25.05,949.85
0,1826,8,Yes,74.85,572.45
0,1827,32,Yes,20.5,696.8
1,1828,22,Yes,63.55,1381.8
1,1829,57,No,44.85,2572.95
0,1830,1,Yes,47.95,47.95
1,1831,1,Yes,45.1,45.1
0,1832,1,Yes,45,45
0,1833,24,Yes,96,2122.45
0,1834,1,Yes,20.05,20.05
1,1835,54,Yes,90.05,4931.8
0,1836,4,Yes,25.3,116.95
0,1837,65,Yes,108.65,6937.95
0,1838,56,Yes,24.3,1261.7
0,1839,45,Yes,75.95,3273.8
0,1840,71,Yes,19.7,1415.85
0,1841,59,Yes,66.4,3958.2
0,1842,69,No,35.75,2492.25
0,1843,19,Yes,18.8,279.2
0,1844,55,Yes,19.4,1083
0,1845,38,Yes,19.3,755.5
0,1846,10,Yes,45.55,402.6
1,1847,47,Yes,67.45,3252
0,1848,2,No,35.1,68.75
0,1849,1,Yes,46.2,46.2
0,1850,1,Yes,45.15,45.15
1,1851,1,No,43.3,43.3
0,1852,46,Yes,20.1,936.85
1,1853,38,Yes,57.15,2250.65
0,1854,65,Yes,58.9,3857.1
0,1855,19,Yes,73.2,1441.1
0,1856,52,Yes,85.35,4338.6
0,1857,71,Yes,19.45,1378.45
0,1858,1,Yes,45.95,45.95
1,1859,52,No,50.5,2566.3
0,1860,6,Yes,25.1,171
1,1861,26,Yes,60.7,1597.4
1,1862,48,Yes,99,4744.35
0,1863,64,Yes,104.4,6721.6
0,1864,3,Yes,83.75,247.25
0,1865,1,Yes,44.05,44.05
0,1866,72,Yes,24.1,1734.65
0,1867,1,Yes,45.55,45.55
0,1868,51,Yes,93.8,4539.35
0,1869,41,Yes,19.7,804.25
0,1870,72,Yes,70.65,5011.15
0,1871,43,Yes,86.45,3574.5
0,1872,72,Yes,114.1,8086.4
0,1873,47,Yes,95.2,4563
0,1874,72,Yes,88.55,6362.35
0,1875,3,Yes,20.75,67.1
0,1876,1,Yes,70.05,70.05
0,1877,2,Yes,86,165.45
0,1878,26,No,44.65,1156.55
0,1879,29,Yes,60.2,1834.15
1,1880,35,Yes,100.5,3653.35
0,1881,27,Yes,55.45,1477.65
0,1882,24,Yes,70.3,1706.45
0,1883,67,Yes,60.4,3953.7
0,1884,16,Yes,72.65,1194.3
0,1885,23,Yes,55.8,1327.85
0,1886,14,No,31.1,419.7
0,1887,1,Yes,21,21
1,1888,1,Yes,45.1,45.1
1,1889,4,No,50.95,207.35
0,1890,16,Yes,69.1,1083.7
0,1891,46,No,43.95,2007.85
0,1892,68,Yes,86.5,5882.75
0,1893,38,Yes,69.95,2657.55
1,1894,30,Yes,50.4,1527.5
1,1895,5,Yes,78.95,378.4
0,1896,17,Yes,90.95,1612.2
0,1897,4,Yes,19.9,76.65
0,1898,12,Yes,20.15,260.7
0,1899,72,Yes,90.6,6441.85
0,1900,3,Yes,92,266.8
0,1901,56,Yes,94.45,5124.6
0,1902,41,Yes,24.85,962.25
0,1903,40,No,36,1382.9
0,1904,7,Yes,78.5,571.05
0,1905,69,Yes,19.95,1399.35
0,1906,7,Yes,20.65,150
0,1907,5,No,30.5,167.2
0,1908,72,Yes,106.1,7657.4
0,1909,44,Yes,20.5,865.05
0,1910,65,Yes,95.5,6153.85
0,1911,3,Yes,64.6,174.2
0,1912,24,Yes,51.1,1269.6
0,1913,44,Yes,84.8,3862.55
1,1914,72,Yes,89.1,6352.4
0,1915,24,Yes,54.95,1348.5
0,1916,1,Yes,50.9,50.9
0,1917,22,Yes,20.45,471.55
0,1918,70,Yes,85.95,5931.75
0,1919,25,Yes,60.35,1404.65
0,1920,37,Yes,19.8,726.1
1,1921,22,Yes,85.35,1961.6
0,1922,59,Yes,72.1,4194.85
0,1923,49,Yes,99.8,4872.45
0,1924,47,Yes,107.35,5118.95
0,1925,31,Yes,19.55,658.95
0,1926,1,Yes,81.05,81.05
0,1927,3,Yes,20.5,76.95
0,1928,53,Yes,111.8,5809.75
0,1929,1,Yes,20.2,20.2
0,1930,20,Yes,19.7,415.9
0,1931,3,Yes,79.1,246.5
0,1932,51,Yes,19.85,996.95
0,1933,51,Yes,60.5,3145.15
0,1934,13,Yes,19.55,265.3
0,1935,1,Yes,20.9,20.9
0,1936,1,Yes,21.05,21.05
0,1937,63,Yes,71.5,4576.3
0,1938,3,Yes,54.65,189.1
0,1939,46,Yes,19.2,908.15
0,1940,1,Yes,49.8,49.8
0,1941,8,No,25.5,215.2
0,1942,71,Yes,20.5,1500.95
0,1943,55,Yes,90.4,5099.15
0,1944,70,Yes,90.25,6385.95
0,1945,2,Yes,80.75,159.45
0,1946,67,Yes,104.6,6885.75
0,1947,65,Yes,91.85,5940.85
0,1948,14,Yes,50.2,668.85
0,1949,20,Yes,95.5,1916.2
0,1950,1,Yes,75.35,75.35
0,1951,1,Yes,75.45,75.45
0,1952,49,Yes,95.4,4613.95
0,1953,72,Yes,101.3,7261.25
0,1954,46,Yes,53.1,2459.8
0,1955,24,Yes,84.85,2048.8
0,1956,5,No,34.25,163.55
0,1957,33,Yes,88.6,2888.7
0,1958,42,Yes,60.15,2421.6
0,1959,23,Yes,99.95,2292.75
0,1960,8,Yes,70.7,553.4
0,1961,66,Yes,54.8,3465.7
0,1962,24,Yes,49.55,1210.4
1,1963,24,Yes,54.8,1291.3
0,1964,69,Yes,78.6,5356.45
0,1965,53,Yes,100.3,5200.8
0,1966,60,No,53.6,3237.05
0,1967,7,Yes,81.1,576.65
0,1968,20,Yes,19.35,433.75
0,1969,23,Yes,85.6,1868.4
0,1970,72,Yes,80.8,5728.55
0,1971,11,Yes,74.95,825.7
0,1972,21,Yes,19.6,390.4
1,1973,1,Yes,93.55,93.55
1,1974,31,Yes,90.7,2845.15
0,1975,57,Yes,69.75,3894.4
0,1976,45,Yes,20,886.4
0,1977,10,Yes,95.25,1021.55
0,1978,58,Yes,102.1,5885.4
0,1979,14,Yes,19.95,268.4
0,1980,27,Yes,80.85,2204.35
0,1981,14,Yes,90.9,1259
0,1982,12,No,29.2,309.1
0,1983,69,Yes,93.3,6398.05
0,1984,25,Yes,89.15,2257.75
1,1985,58,Yes,108.85,6287.25
0,1986,35,No,46.35,1662.05
1,1987,16,Yes,84.75,1350.15
0,1988,45,Yes,78.75,3600.65
0,1989,17,Yes,83.55,1329.15
0,1990,1,Yes,45.7,45.7
0,1991,22,Yes,19.6,422.5
1,1992,1,Yes,69.95,69.95
0,1993,67,Yes,67.85,4627.65
0,1994,67,Yes,105.65,6717.9
0,1995,2,No,44.6,97.1
0,1996,23,Yes,74.95,1710.45
1,1997,9,Yes,75.5,637.4
0,1998,5,Yes,20.15,117.95
0,1999,54,No,45.2,2460.55
0,2000,57,Yes,95.25,5464.65
0,2001,24,Yes,89.85,2165.05
0,2002,49,Yes,100.45,4941.8
0,2003,5,Yes,47.15,223.15
0,2004,2,Yes,80.2,181.1
0,2005,4,Yes,87.1,341.45
0,2006,70,Yes,79.25,5731.85
0,2007,5,Yes,75.9,357.75
0,2008,53,Yes,85.7,4616.1
0,2009,47,Yes,98.75,4533.7
0,2010,31,Yes,20.1,589.25
0,2011,13,Yes,61.8,750.1
0,2012,28,Yes,49.9,1410.25
0,2013,10,Yes,86.45,830.85
0,2014,38,Yes,20.4,743.5
0,2015,1,Yes,45.3,45.3
0,2016,67,Yes,104.1,7040.85
0,2017,52,Yes,75.4,3865.45
0,2018,62,Yes,108.15,6825.65
0,2019,16,Yes,86.25,1340.1
1,2020,5,Yes,81,371.65
0,2021,12,Yes,95.7,1184
0,2022,72,Yes,116.85,8477.7
1,2023,71,Yes,105.75,7382.85
0,2024,24,Yes,20.15,456.85
0,2025,15,Yes,19.6,331.6
0,2026,67,Yes,90.6,6056.15
0,2027,2,Yes,60.95,134.6
0,2028,5,No,25.05,125.5
0,2029,15,Yes,88.15,1390.6
0,2030,1,Yes,20.2,20.2
0,2031,41,Yes,60.3,2511.3
0,2032,43,Yes,63.95,2737.05
1,2033,1,Yes,74.3,74.3
1,2034,1,Yes,70.6,70.6
0,2035,26,Yes,90.8,2361.8
0,2036,22,Yes,79.35,1730.35
0,2037,71,Yes,90.55,6404
0,2038,7,Yes,19.45,165.35
1,2039,28,Yes,64.45,1867.6
1,2040,16,Yes,69.65,1043.3
0,2041,7,Yes,19.5,128.6
0,2042,69,Yes,110.5,7455.45
0,2043,1,No,24.7,24.7
0,2044,3,Yes,77.4,206.15
1,2045,21,Yes,96.8,2030.3
0,2046,69,Yes,85.4,5869.4
0,2047,71,No,47.6,3377.8
0,2048,69,Yes,19.4,1346.2
0,2049,48,Yes,103.85,4946.05
0,2050,47,Yes,83.35,4065
0,2051,2,Yes,49.4,106.55
0,2052,45,Yes,108.45,4964.7
0,2053,51,Yes,81,4085.75
0,2054,22,Yes,79.2,1742.75
0,2055,72,Yes,86.65,6224.8
0,2056,37,Yes,92.95,3415.25
0,2057,71,Yes,90.35,6325.25
0,2058,7,Yes,48.7,340.25
0,2059,66,Yes,25.15,1683.6
0,2060,51,Yes,76.4,3966.3
0,2061,30,Yes,19.55,608.5
0,2062,34,Yes,85.35,2896.6
0,2063,64,Yes,24.8,1514.85
1,2064,65,Yes,103.15,6792.45
0,2065,47,Yes,100.75,4669.2
0,2066,1,Yes,95.6,95.6
0,2067,49,Yes,59.75,2934.3
0,2068,67,Yes,94.1,6302.8
0,2069,39,Yes,19.35,779.2
0,2070,14,Yes,19.9,283.75
1,2071,43,Yes,108.15,4600.7
1,2072,56,Yes,101.05,5594
0,2073,14,Yes,59.1,772.85
0,2074,1,Yes,71.35,71.35
0,2075,16,Yes,55.85,857.8
0,2076,70,Yes,106.05,7554.05
1,2077,72,Yes,84.1,5981.65
0,2078,23,Yes,75.3,1702.9
0,2079,21,Yes,24.7,467.15
0,2080,1,Yes,20.15,20.15
0,2081,1,Yes,69.75,69.75
1,2082,32,Yes,93.2,2931
0,2083,17,Yes,80.85,1400.85
0,2084,4,No,33.65,137.85
0,2085,36,Yes,55.8,1941.5
0,2086,50,No,39.7,1932.75
0,2087,48,No,29.5,1423.05
0,2088,50,Yes,20.15,970.85
0,2089,72,Yes,79.55,5810.9
0,2090,10,Yes,24.8,223.9
0,2091,18,Yes,19.65,391.7
0,2092,1,Yes,79.95,79.95
0,2093,1,Yes,19.3,19.3
0,2094,9,Yes,94.05,811.65
0,2095,2,Yes,90.75,174.75
0,2096,40,Yes,78.85,3126.85
0,2097,69,Yes,99.5,6841.45
0,2098,37,Yes,99.2,3754.6
0,2099,18,Yes,80.55,1406.65
1,2100,11,Yes,70.2,834.7
0,2101,8,Yes,85.2,627.4
0,2102,3,Yes,75.25,242
0,2103,55,Yes,59.45,3157
0,2104,33,Yes,93.35,3092
0,2105,46,Yes,44.95,2168.9
0,2106,34,Yes,26.1,980.35
0,2107,3,Yes,20.2,65.95
0,2108,30,Yes,21.25,711.9
0,2109,33,Yes,59.4,1952.8
0,2110,45,Yes,95,4368.85
0,2111,40,Yes,61.9,2647.1
0,2112,71,Yes,118.65,8477.6
0,2113,1,Yes,54.35,54.35
0,2114,72,No,64.45,4528
0,2115,22,Yes,80.15,1790.65
0,2116,46,Yes,20.2,845.6
0,2117,55,Yes,21,1210.3
0,2118,1,Yes,20.45,20.45
0,2119,12,Yes,75.85,854.45
0,2120,31,Yes,80.45,2429.1
0,2121,5,No,24.95,100.4
0,2122,67,Yes,75.5,5229.45
0,2123,1,Yes,44.45,44.45
0,2124,40,No,42.35,1716.45
0,2125,41,Yes,74.55,3023.55
0,2126,1,Yes,75.3,75.3
0,2127,51,Yes,94.8,4837.6
0,2128,42,No,48.15,2032.3
0,2129,23,Yes,19.65,436.9
1,2130,1,Yes,70.55,70.55
0,2131,1,Yes,20.15,20.15
0,2132,56,Yes,106.6,5893.95
0,2133,15,Yes,91,1430.05
0,2134,12,Yes,25.4,313
0,2135,54,Yes,69.95,3871.85
0,2136,7,Yes,66.85,458.1
0,2137,33,Yes,86.15,2745.7
0,2138,16,Yes,20.15,341.35
0,2139,21,Yes,64.85,1336.8
1,2140,30,Yes,74.85,2181.75
0,2141,3,Yes,50.5,147.75
0,2142,11,Yes,72.9,818.45
0,2143,62,Yes,115.05,7133.45
0,2144,18,Yes,19,348.8
0,2145,6,Yes,19.55,128.6
0,2146,46,Yes,101.1,4674.4
0,2147,21,Yes,84.1,1737.45
0,2148,68,Yes,24.15,1498.85
0,2149,1,Yes,50.1,50.1
0,2150,25,Yes,74.6,1797.75
0,2151,24,Yes,19.75,498.1
0,2152,30,Yes,85,2624.25
0,2153,2,Yes,80.55,184.1
0,2154,51,Yes,106.8,5498.8
0,2155,57,Yes,84.5,4845.4
0,2156,15,Yes,25.05,369.1
0,2157,72,Yes,83.7,6096.9
0,2158,2,Yes,75.8,160.75
0,2159,28,Yes,96.6,2684.35
1,2160,29,Yes,98.5,3004.15
0,2161,70,Yes,101.1,6994.8
0,2162,13,Yes,20.2,273.25
1,2163,59,Yes,94.05,5483.9
1,2164,13,Yes,95.25,1233.65
1,2165,7,Yes,74.4,527.9
0,2166,62,Yes,81,4985.9
0,2167,21,Yes,60.25,1258.35
0,2168,2,Yes,60.85,111.4
0,2169,1,Yes,43.95,43.95
0,2170,4,Yes,86.05,308.1
0,2171,19,Yes,20.25,383.65
0,2172,30,Yes,85.15,2555.9
0,2173,67,Yes,19.4,1284.2
1,2174,72,Yes,102.65,7550.3
0,2175,53,Yes,19.9,1110.05
0,2176,5,Yes,19.55,99.6
1,2177,71,Yes,95.5,6707.15
0,2178,50,Yes,84.15,4164.4
0,2179,56,Yes,103.2,5873.75
0,2180,2,Yes,50.2,109.25
1,2181,2,Yes,88.55,179.25
0,2182,24,Yes,54.75,1338.15
0,2183,46,Yes,19.95,862.4
0,2184,71,Yes,116.25,8564.75
0,2185,29,No,31.2,926.2
0,2186,69,Yes,24.45,1718.2
0,2187,71,Yes,84.2,5956.85
1,2188,1,Yes,91.3,91.3
1,2189,56,Yes,85.65,4824.45
0,2190,56,Yes,21.2,1238.65
0,2191,1,Yes,79.5,79.5
0,2192,28,Yes,25.55,672.2
0,2193,19,Yes,20.2,382.2
0,2194,66,Yes,63.85,4264.6
0,2195,17,Yes,61.95,1070.7
0,2196,52,Yes,25.75,1345.85
0,2197,19,Yes,58.2,1045.25
0,2198,36,Yes,85.85,3003.55
1,2199,7,Yes,70.1,467.55
0,2200,72,Yes,104.9,7537.5
0,2201,67,Yes,111.3,7482.1
1,2202,34,Yes,99.85,3343.15
1,2203,57,Yes,95.25,5427.05
0,2204,7,Yes,86.25,587.1
1,2205,1,Yes,100.8,100.8
0,2206,8,Yes,19.55,161.15
0,2207,69,Yes,104,7028.5
0,2208,50,Yes,104.4,5232.9
0,2209,10,Yes,19.5,225.85
0,2210,12,Yes,25.25,274.7
0,2211,14,Yes,86.3,1180.95
0,2212,70,No,49.85,3370.2
1,2213,64,Yes,108.95,7111.3
0,2214,66,Yes,89.9,5958.85
0,2215,71,Yes,82,5999.85
1,2216,20,Yes,89.95,1648.45
0,2217,72,Yes,79.35,5753.25
0,2218,71,Yes,64.05,4492.9
0,2219,38,Yes,101.15,3956.7
0,2220,28,Yes,89.95,2625.55
1,2221,17,Yes,76.45,1233.4
0,2222,33,No,39.1,1309
0,2223,23,No,34.6,813.45
0,2224,58,Yes,19.55,1108.8
1,2225,70,Yes,104.45,7349.35
0,2226,4,Yes,70.5,294.2
0,2227,45,Yes,20.35,929.2
0,2228,10,Yes,70,740
0,2229,36,Yes,19.45,754.5
0,2230,54,Yes,69.9,3883.3
0,2231,23,Yes,59.7,1414.2
0,2232,41,Yes,78.35,3211.2
1,2233,5,Yes,71.45,371.6
0,2234,27,No,45.85,1246.4
0,2235,1,Yes,95.85,95.85
0,2236,67,No,35.7,2545.7
1,2237,72,Yes,89.55,6448.85
0,2238,56,Yes,24.95,1468.9
0,2239,44,Yes,24.85,1013.6
1,2240,66,Yes,100.8,6690.75
0,2241,34,Yes,64.4,2088.75
0,2242,69,Yes,105.35,7240.65
0,2243,1,Yes,102.45,102.45
0,2244,40,Yes,19.65,830.25
0,2245,30,Yes,54.45,1588.7
0,2246,11,Yes,70.5,829.3
0,2247,15,Yes,20.1,302.45
0,2248,11,Yes,69.35,712.25
0,2249,64,Yes,19.8,1336.65
1,2250,72,Yes,74.4,5360.75
1,2251,72,Yes,93.05,6735.05
0,2252,1,Yes,51.2,51.2
0,2253,15,Yes,65.6,1010
0,2254,60,Yes,80.55,4847.05
0,2255,56,Yes,52.7,3019.7
0,2256,8,Yes,20.85,161.65
0,2257,3,Yes,80.1,217.55
0,2258,49,Yes,52.15,2583.75
0,2259,2,Yes,80.2,146.05
0,2260,6,Yes,98.15,567.45
0,2261,70,Yes,114.95,7711.25
0,2262,12,Yes,112.95,1384.75
1,2263,52,Yes,104.45,5481.25
0,2264,72,Yes,113.65,8124.2
0,2265,40,Yes,20.6,827.3
0,2266,1,Yes,70.9,70.9
1,2267,3,Yes,86.85,220.95
1,2268,40,Yes,91.55,3673.6
0,2269,1,Yes,49.85,49.85
0,2270,30,Yes,19.8,576.65
0,2271,23,Yes,99.85,2331.3
0,2272,1,Yes,74.5,74.5
1,2273,44,Yes,104.15,4495.65
0,2274,65,Yes,109.15,6941.2
1,2275,7,Yes,48.2,340.35
1,2276,72,Yes,25.1,1789.9
1,2277,8,Yes,100.15,908.55
0,2278,16,Yes,65.2,1043.35
1,2279,66,Yes,99.5,6822.15
0,2280,1,Yes,71.55,71.55
0,2281,3,Yes,55.9,157.55
0,2282,53,Yes,93.9,5029.2
1,2283,8,Yes,64.4,581.7
1,2284,69,Yes,108.4,7318.2
0,2285,5,Yes,85.3,420.45
0,2286,72,Yes,107.45,7576.7
0,2287,13,No,48.75,633.4
0,2288,4,Yes,85.65,321.65
0,2289,54,Yes,91.3,4965
0,2290,72,Yes,85.95,6151.9
0,2291,12,Yes,106.7,1253.9
0,2292,1,No,25.15,25.15
1,2293,1,Yes,45.2,45.2
0,2294,54,Yes,110.35,5893.15
0,2295,69,Yes,79.2,5420.65
0,2296,48,Yes,55.5,2627.35
0,2297,48,Yes,103.25,5037.55
0,2298,8,Yes,90.25,743.75
0,2299,71,Yes,91.25,6589.6
0,2300,2,Yes,47.8,92.45
0,2301,67,Yes,100.9,6733.15
0,2302,34,Yes,97.7,3410
0,2303,3,Yes,69.85,199.85
0,2304,9,Yes,65.6,593.3
0,2305,71,Yes,104.65,7288.4
0,2306,57,Yes,90.45,5229.8
0,2307,72,No,63.7,4464.8
1,2308,48,Yes,104.5,5068.05
0,2309,18,Yes,20.1,401.85
0,2310,43,Yes,104.3,4451.85
0,2311,72,Yes,93.25,6688.95
0,2312,35,Yes,73.45,2661.1
0,2313,4,Yes,20.7,73.05
0,2314,49,Yes,25.25,1211.65
0,2315,71,Yes,100.5,7030.65
0,2316,11,Yes,90.6,1020.2
0,2317,63,Yes,89.4,5597.65
1,2318,65,Yes,95.45,6223.3
0,2319,49,Yes,20.45,1024.65
0,2320,29,Yes,98.6,2933.2
1,2321,15,Yes,83.05,1258.3
0,2322,4,Yes,19.95,82.9
0,2323,72,Yes,109.15,7789.6
1,2324,26,Yes,85.7,2067
1,2325,35,Yes,102.05,3452.55
0,2326,57,Yes,94.7,5468.95
0,2327,28,Yes,64.4,1802.15
0,2328,25,Yes,26.8,733.55
0,2329,47,Yes,66.05,3021.45
0,2330,57,Yes,65.2,3687.85
1,2331,16,Yes,85.05,1391.15
0,2332,5,Yes,55.8,274.35
0,2333,17,Yes,70.4,1214.05
1,2334,56,Yes,104.75,5510.65
0,2335,72,Yes,19.95,1322.85
1,2336,21,Yes,94.25,1973.75
0,2337,48,No,45,2196.3
0,2338,68,Yes,114.9,7843.55
0,2339,30,Yes,106.4,3211.9
0,2340,3,Yes,46.1,130.15
1,2341,14,No,39.7,692.35
0,2342,4,Yes,20.05,85.5
0,2343,71,Yes,95.75,6849.4
0,2344,8,Yes,24.4,203.95
0,2345,61,No,33.6,2117.2
0,2346,72,Yes,90.45,6565.85
0,2347,5,Yes,84,424.75
0,2348,49,Yes,67.4,3306.85
0,2349,8,Yes,19.7,168.9
0,2350,3,Yes,80.35,253.8
0,2351,9,Yes,19.6,197.4
0,2352,67,Yes,54.2,3838.2
0,2353,46,Yes,45.2,2065.15
0,2354,67,Yes,75.1,5064.45
0,2355,55,Yes,19.7,1140.05
0,2356,33,Yes,72.75,2447.45
0,2357,62,Yes,20.05,1263.9
0,2358,1,Yes,45.95,45.95
0,2359,49,No,39.2,1838.15
0,2360,1,Yes,44.75,44.75
0,2361,14,Yes,82.65,1185
1,2362,18,Yes,93.9,1743.9
1,2363,1,Yes,70.15,70.15
0,2364,1,Yes,85.55,85.55
0,2365,72,Yes,117.15,8529.5
0,2366,64,Yes,99.25,6549.45
0,2367,69,Yes,112.55,7806.5
0,2368,1,Yes,25.7,25.7
0,2369,71,Yes,90.3,6287.3
0,2370,66,Yes,49.4,3251.85
0,2371,2,Yes,19.4,50.6
1,2372,71,Yes,109.7,7904.25
0,2373,11,Yes,61.25,729.95
0,2374,47,Yes,55.3,2654.05
0,2375,35,Yes,70.3,2416.55
1,2376,32,Yes,106.35,3520.75
0,2377,60,Yes,103.75,5969.95
0,2378,11,Yes,19.5,226.8
0,2379,29,No,39.5,1082.75
0,2380,21,No,26.05,565.75
1,2381,48,Yes,91.05,4370.75
0,2382,3,No,29.65,90.05
0,2383,43,Yes,50.2,2169.4
0,2384,5,Yes,105.3,550.6
0,2385,1,Yes,55.45,55.45
0,2386,71,Yes,85.45,6300.85
0,2387,8,Yes,19.8,160.05
0,2388,8,Yes,59.25,436.6
0,2389,20,Yes,90.7,1781.35
0,2390,33,Yes,103.7,3467
0,2391,71,Yes,79.05,5552.5
1,2392,31,Yes,90.7,2835.5
1,2393,38,Yes,95,3591.25
0,2394,1,Yes,88.35,88.35
0,2395,2,No,30.25,63.75
0,2396,12,No,49.85,617.15
0,2397,9,Yes,93,870.25
1,2398,11,Yes,54.55,601.25
0,2399,6,Yes,19.7,111.65
0,2400,71,Yes,84.8,6046.1
0,2401,42,Yes,94.45,3923.8
0,2402,8,Yes,94.2,777.3
0,2403,5,Yes,96.25,512.45
0,2404,2,Yes,70.7,141.45
0,2405,45,Yes,20.85,892.15
0,2406,28,No,60,1682.05
0,2407,43,Yes,80.45,3398.9
0,2408,60,Yes,84.95,4984.85
0,2409,42,No,33.55,1445.3
0,2410,7,No,49.65,305.55
0,2411,25,Yes,20.2,507.9
1,2412,40,Yes,94.55,3640.45
0,2413,27,Yes,100.5,2673.45
0,2414,10,No,35.75,389.8
1,2415,27,Yes,86.45,2401.05
0,2416,11,Yes,53.8,651.55
0,2417,4,No,38.55,156.1
0,2418,68,No,39.9,2796.35
1,2419,1,Yes,70.05,70.05
0,2420,18,Yes,20.1,407.05
0,2421,57,Yes,112.95,6465
0,2422,26,Yes,20.3,511.25
0,2423,17,No,35.65,646.05
0,2424,1,No,35.9,35.9
0,2425,38,Yes,99.25,3777.15
1,2426,59,Yes,82.95,4903.15
0,2427,30,Yes,55.65,1653.85
1,2428,2,No,24.45,47.5
1,2429,50,Yes,25.2,1306.3
0,2430,9,No,50.8,463.6
0,2431,3,Yes,19.65,60.65
0,2432,14,Yes,59.8,824.85
1,2433,31,Yes,73.55,2094.65
0,2434,7,Yes,61.4,438.9
0,2435,8,Yes,103.35,847.3
0,2436,17,Yes,19.9,329.75
0,2437,32,Yes,19.45,674.55
1,2438,2,Yes,81.5,162.55
1,2439,7,Yes,84.8,546.95
0,2440,72,Yes,109.55,7887.25
1,2441,31,Yes,99.95,3186.65
0,2442,27,Yes,74.4,1972.35
0,2443,18,Yes,90,1527.35
0,2444,7,Yes,74.9,490.55
1,2445,14,Yes,104.85,1531.4
0,2446,11,Yes,59.65,683.25
0,2447,72,Yes,110.45,8058.85
0,2448,28,Yes,106.1,2847.4
1,2449,15,Yes,74.2,1133.9
1,2450,4,Yes,74.45,294.45
0,2451,71,Yes,24.55,1719.15
0,2452,5,Yes,89.35,461.7
0,2453,47,Yes,24.55,1160.45
1,2454,57,Yes,90.65,5199.8
1,2455,50,Yes,105.05,5163.3
0,2456,8,Yes,20.45,162.3
0,2457,48,Yes,19.55,883.35
0,2458,70,Yes,19.7,1341.5
0,2459,1,Yes,70.45,70.45
0,2460,8,Yes,85.65,659.45
0,2461,1,Yes,77.15,77.15
0,2462,1,No,35.25,35.25
0,2463,60,Yes,20.55,1205.05
0,2464,49,Yes,97.95,4917.9
0,2465,4,No,48.55,201
0,2466,29,Yes,20,599.3
0,2467,67,Yes,25.25,1733.15
0,2468,53,Yes,98.4,5149.5
0,2469,67,Yes,70.9,4677.1
0,2470,6,Yes,19.85,119.3
0,2471,47,Yes,106.35,4849.1
0,2472,53,Yes,99.5,5424.25
0,2473,69,Yes,84.7,5878.9
0,2474,3,Yes,86.05,244.85
0,2475,4,Yes,44.55,220.75
0,2476,56,Yes,75.85,4261.2
1,2477,59,Yes,93.85,5574.75
1,2478,61,Yes,25,1501.75
0,2479,2,Yes,45,89.75
1,2480,46,Yes,100.7,4541.2
0,2481,12,Yes,20.5,255.5
0,2482,14,Yes,80.45,1072
0,2483,28,Yes,90.45,2509.25
